name,year,selling_price,seller_type,transmission,owner,km_driven,fuel,mileage,engine,max_power,seats
Mahindra XUV500 W10 2WD,2018,1400000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Renault KWID 1.0 RXT Optional,2018,300000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000.0,Individual,Manual,First Owner,19000.0,Petrol,,,,
Fiat Grande Punto Active (Diesel),2009,125000.0,Individual,Manual,Second Owner,95000.0,Diesel,,,,
Volkswagen Polo Diesel Trendline 1.2L,2012,295000.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000.0,Dealer,Manual,First Owner,45839.0,Petrol,,,,
Chevrolet Aveo 1.4 LS,2010,200000.0,Dealer,Manual,First Owner,74510.0,Petrol,,,,
Chevrolet Aveo U-VA 1.2 LS,2009,130000.0,Dealer,Manual,First Owner,87293.0,Petrol,,,,
Ford Figo Diesel EXI,2012,250000.0,Dealer,Manual,First Owner,156040.0,Diesel,,,,
Ford Endeavour 2.5L 4X2 MT,2004,400000.0,Dealer,Manual,First Owner,93415.0,Diesel,,,,
Ford Aspire Titanium BSIV,2017,430000.0,Dealer,Manual,First Owner,101159.0,Petrol,,,,
Hyundai EON 1.0 Kappa Magna Plus,2015,170000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Tata Tiago 2019-2020 XZ,2019,450000.0,Individual,Manual,First Owner,12000.0,Petrol,,,,
Maruti Swift ZXI,2013,350000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Chevrolet Spark 1.0 LT,2011,130000.0,Dealer,Manual,First Owner,68519.0,Petrol,,,,
Chevrolet Beat Diesel LS,2012,180000.0,Dealer,Manual,First Owner,55130.0,Diesel,,,,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000.0,Dealer,Manual,First Owner,65239.0,Petrol,,,,
Volkswagen Polo 1.2 MPI Comfortline,2015,470000.0,Dealer,Manual,First Owner,58182.0,Petrol,,,,
Ford Fiesta Diesel Trend,2012,200000.0,Dealer,Manual,First Owner,91245.0,Diesel,,,,
Mahindra XUV500 W8 2WD,2013,650000.0,Dealer,Manual,First Owner,102989.0,Diesel,,,,
Honda City 1.5 E MT,2010,400000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Maruti Zen VXI,2000,100000.0,Individual,Manual,First Owner,120000.0,Petrol,,,,
Maruti Swift Dzire VDI,2014,409999.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Maruti Swift VDI BSIV,2018,640000.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Maruti Wagon R LXI Minor,2007,160000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Maruti Baleno Zeta 1.3,2018,750000.0,Individual,Manual,First Owner,70000.0,Diesel,,,,
Mahindra Jeep MM 550 XDB,2002,150000.0,Individual,Manual,Third Owner,50000.0,Diesel,,,,
Maruti Alto STD,2008,80000.0,Individual,Manual,Second Owner,100000.0,Petrol,,,,
Maruti Celerio VDi,2016,240000.0,Individual,Manual,Third Owner,90000.0,Diesel,,,,
Maruti Esteem Lxi,2005,60000.0,Individual,Manual,Third Owner,60000.0,Petrol,,,,
Maruti Alto LX,2007,70000.0,Individual,Manual,Third Owner,120000.0,Petrol,,,,
Volkswagen Jetta 1.9 Highline TDI,2008,285000.0,Individual,Automatic,Second Owner,90000.0,Diesel,,,,
Maruti Swift VDI BSIV,2015,350000.0,Individual,Manual,Second Owner,60000.0,Diesel,,,,
Hyundai i20 Active 1.4 SX with AVN,2015,699000.0,Individual,Manual,Second Owner,30000.0,Diesel,,,,
Ford Figo Diesel ZXI,2011,275000.0,Individual,Manual,Second Owner,108000.0,Diesel,,,,
Hyundai i20 1.4 CRDi Magna,2012,350000.0,Individual,Manual,Second Owner,160000.0,Diesel,,,,
Maruti Alto LXi BSIII,2006,135000.0,Individual,Manual,Third Owner,90000.0,Petrol,,,,
Mahindra Xylo E4 8S,2010,325000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Mahindra XUV500 W8 2WD,2012,650000.0,Individual,Manual,Second Owner,102000.0,Diesel,,,,
Mahindra Bolero SLE,2009,300000.0,Individual,Manual,Second Owner,178000.0,Diesel,,,,
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000.0,Individual,Manual,Second Owner,200000.0,Diesel,,,,
Ford Fiesta Petrol Trend,2012,450000.0,Dealer,Manual,First Owner,60000.0,Petrol,,,,
Tata Tiago 1.2 Revotron XE,2019,425000.0,Individual,Manual,First Owner,3000.0,Petrol,,,,
Maruti Alto LXi,2006,150000.0,Individual,Manual,Second Owner,75118.0,Petrol,,,,
Maruti Ritz LDi,2013,290000.0,Individual,Manual,Second Owner,140000.0,Diesel,,,,
Hyundai Xcent 1.2 Kappa Base,2014,335000.0,Individual,Manual,Second Owner,60000.0,Petrol,,,,
Chevrolet Optra 1.6,2006,120000.0,Dealer,Manual,Fourth & Above Owner,79000.0,Petrol,,,,
Ford Ikon 1.6 ZXI NXt,2005,20000.0,Individual,Manual,Second Owner,25000.0,Petrol,,,,
Tata Indigo LS,2012,220000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Ford Ikon 1.3 Flair,2005,61000.0,Individual,Manual,Second Owner,4637.0,Petrol,,,,
Maruti Swift VDI BSIV,2016,620000.0,Individual,Manual,First Owner,70000.0,Diesel,,,,
Maruti Swift Dzire LDIX Limited Edition,2014,425000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Maruti Swift 1.3 DLX,2015,270000.0,Individual,Manual,Second Owner,40000.0,Diesel,,,,
Maruti Swift Vdi BSIII,2009,180000.0,Individual,Manual,First Owner,220000.0,Diesel,,,,
Mahindra KUV 100 mFALCON G80 K2,2017,450000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Tata New Safari DICOR 2.2 VX 4x4,2012,450000.0,Individual,Manual,First Owner,42655.0,Diesel,,,,
Renault KWID 1.0 RXL,2017,250000.0,Individual,Manual,Second Owner,43000.0,Petrol,,,,
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000.0,Individual,Manual,First Owner,70000.0,Diesel,,,,
Hyundai i20 Magna,2010,250000.0,Individual,Manual,First Owner,55000.0,Petrol,,,,
Fiat Punto 1.3 Active,2010,99000.0,Individual,Manual,Second Owner,80000.0,Diesel,,,,
Renault KWID 1.0,2017,350000.0,Individual,Manual,First Owner,55000.0,Petrol,,,,
Hyundai Xcent 1.2 VTVT E Plus,2018,511000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Maruti Ritz VDi,2012,300000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Audi Q5 2.0 TFSI Quattro,2010,1100000.0,Individual,Automatic,First Owner,110000.0,Petrol,,,,
Hyundai i10 Sportz 1.2,2010,125000.0,Individual,Manual,Third Owner,60000.0,Petrol,,,,
Tata Tiago 1.2 Revotron XZ,2018,500000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Renault Duster 85PS Diesel RxL,2013,385000.0,Individual,Manual,Second Owner,80000.0,Diesel,,,,
Skoda Rapid 1.6 MPI Elegance,2012,350000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Maruti 800 Std BSIII,2003,60000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Hyundai Santro Xing GLS,2012,300000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Hyundai i20 1.4 CRDi Asta,2012,400000.0,Individual,Manual,First Owner,70000.0,Diesel,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000.0,Individual,Manual,First Owner,110000.0,Diesel,,,,
Nissan Sunny XL,2012,300000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Maruti Swift VDI,2012,250000.0,Individual,Manual,First Owner,156000.0,Diesel,,,,
Toyota Innova 2.5 GX 7 STR,2012,800000.0,Individual,Manual,First Owner,180000.0,Diesel,,,,
Maruti Eeco 5 Seater AC BSIV,2018,300000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Maruti Alto LX,2004,80000.0,Individual,Manual,First Owner,120000.0,Petrol,,,,
Mahindra Scorpio S5 BSIV,2020,1200000.0,Individual,Manual,First Owner,11000.0,Diesel,,,,
Renault KWID AMT,2017,355000.0,Individual,Automatic,First Owner,40000.0,Petrol,,,,
Maruti Swift Dzire VDI,2015,520000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Hyundai Verna 1.6 CRDI,2012,500000.0,Individual,Manual,First Owner,26000.0,Diesel,,,,
Maruti Alto LXi,2008,114999.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Toyota Fortuner 4x2 Manual,2014,1800000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Mahindra TUV 300 T6 Plus,2018,800000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Maruti Alto LXi BSIII,2008,105000.0,Individual,Manual,Second Owner,30000.0,Petrol,,,,
Maruti Alto LXi,2011,135000.0,Individual,Manual,First Owner,78000.0,Petrol,,,,
Maruti Wagon R VXI BS IV,2011,170000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Hyundai Verna 1.6 SX VTVT,2014,550000.0,Individual,Manual,First Owner,100000.0,Petrol,,,,
Honda City 1.5 V MT,2009,250000.0,Individual,Manual,Third Owner,70000.0,Petrol,,,,
Hyundai Elantra CRDi SX,2014,650000.0,Individual,Manual,Second Owner,30000.0,Diesel,,,,
Honda City 1.5 V AT Exclusive,2008,210000.0,Individual,Automatic,Third Owner,77000.0,Petrol,,,,
Volkswagen Vento Diesel Highline,2011,260000.0,Individual,Manual,First Owner,150000.0,Diesel,,,,
Maruti Swift Dzire ZDI,2016,750000.0,Individual,Manual,First Owner,69000.0,Diesel,,,,
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000.0,Individual,Automatic,First Owner,120000.0,Diesel,,,,
Maruti Ritz VDi,2012,220000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Hyundai Getz 1.3 GLS,2008,110000.0,Individual,Manual,Second Owner,110000.0,Petrol,,,,
Mahindra XUV500 AT W8 FWD,2017,1230000.0,Individual,Automatic,First Owner,70000.0,Diesel,,,,
Mahindra Quanto C6,2013,220000.0,Individual,Manual,First Owner,110000.0,Diesel,,,,
Tata Indigo LX Dicor,2009,130000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Hyundai i20 1.2 Magna,2012,330000.0,Individual,Manual,First Owner,44000.0,Petrol,,,,
Honda City 1.5 S MT,2010,254999.0,Individual,Manual,Second Owner,90000.0,Petrol,,,,
Hyundai Verna 1.6 SX VTVT (O),2014,600000.0,Individual,Manual,Second Owner,50000.0,Petrol,,,,
Hyundai i10 Magna,2012,210000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000.0,Individual,Manual,First Owner,146000.0,Diesel,,,,
Tata Tiago 1.2 Revotron XTA,2018,426000.0,Individual,Automatic,First Owner,15000.0,Petrol,,,,
Maruti Alto K10 VXI,2015,265000.0,Individual,Manual,First Owner,60000.0,Petrol,,,,
Hyundai Xcent 1.2 Kappa SX,2016,450000.0,Individual,Manual,Second Owner,35000.0,Petrol,,,,
Hyundai Verna 1.6 SX,2012,480000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Tata Nano Lx,2010,40000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Honda City 1.5 S MT,2011,395000.0,Individual,Manual,Second Owner,70000.0,Petrol,,,,
Maruti Wagon R VXI BS IV,2013,229999.0,Individual,Manual,Second Owner,62000.0,Petrol,,,,
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000.0,Individual,Automatic,First Owner,10000.0,Petrol,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000.0,Individual,Manual,Fourth & Above Owner,80000.0,Cng,,,,
Hyundai i20 Sportz 1.2,2015,500000.0,Individual,Manual,Second Owner,35000.0,Petrol,,,,
Maruti Ignis 1.2 Sigma BSIV,2019,450000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Maruti Ertiga VDI,2012,550000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Tata Manza Aura Safire BS IV,2013,200000.0,Individual,Manual,First Owner,60000.0,Petrol,,,,
Tata Indica GLS BS IV,2008,80000.0,Individual,Manual,Second Owner,90000.0,Petrol,,,,
Tata New Safari DICOR 2.2 EX 4x2,2010,300000.0,Individual,Manual,Second Owner,250000.0,Diesel,,,,
Ford Aspire Titanium Plus Diesel BSIV,2019,675000.0,Individual,Manual,First Owner,15000.0,Diesel,,,,
Maruti Eeco 7 Seater Standard BSIV,2017,260000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Maruti Wagon R LXI,2001,70000.0,Individual,Manual,Second Owner,117000.0,Petrol,,,,
Maruti Alto LX,2004,100000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000.0,Individual,Manual,Second Owner,110000.0,Diesel,,,,
Nissan Terrano XL 85 PS,2016,525000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Nissan Terrano XL 85 PS,2016,525000.0,Individual,Manual,Second Owner,105000.0,Diesel,,,,
Toyota Innova 2.5 V Diesel 7-seater,2009,550000.0,Individual,Manual,Third Owner,182000.0,Diesel,,,,
Toyota Corolla Altis Diesel D4DJ,2012,420000.0,Individual,Manual,Second Owner,95000.0,Diesel,,,,
Honda Amaze SX i-VTEC,2015,500000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Maruti Wagon R LXI Minor,2009,165000.0,Individual,Manual,Second Owner,76000.0,Petrol,,,,
Hyundai Verna 1.6 SX,2014,650000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Chevrolet Beat Diesel LT,2013,195000.0,Individual,Manual,First Owner,46000.0,Diesel,,,,
Maruti Zen LX,1999,75000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Maruti Esteem Lxi - BSIII,2006,90000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Hyundai Xcent 1.1 CRDi Base,2016,515000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Honda Jazz 1.5 VX i DTEC,2017,700000.0,Dealer,Manual,Test Drive Car,24585.0,Diesel,,,,
Maruti Zen LX,2001,62000.0,Individual,Manual,First Owner,70000.0,Petrol,,,,
Toyota Etios GD SP,2011,220000.0,Individual,Manual,Third Owner,110000.0,Diesel,,,,
Hyundai Santro Magna CNG BSIV,2019,520000.0,Individual,Manual,First Owner,10000.0,Cng,,,,
Fiat Linea Emotion,2010,170000.0,Individual,Manual,First Owner,100000.0,Petrol,,,,
Ford Figo Diesel Titanium,2011,190000.0,Individual,Manual,Second Owner,110000.0,Diesel,,,,
Ford Figo Diesel Titanium,2011,150000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Maruti Zen Estilo LXI BS IV,2009,125000.0,Individual,Manual,First Owner,65000.0,Petrol,,,,
Honda Amaze EX i-Dtech,2015,290000.0,Individual,Manual,Third Owner,40000.0,Diesel,,,,
Maruti Celerio X ZXI BSIV,2019,490000.0,Individual,Manual,First Owner,13900.0,Petrol,,,,
Tata Tigor 1.2 Revotron XZ Option,2017,434999.0,Individual,Manual,First Owner,17563.0,Petrol,,,,
Tata Zest Revotron 1.2T XE,2016,380000.0,Individual,Manual,First Owner,15000.0,Petrol,,,,
Volkswagen Polo Diesel Trendline 1.2L,2012,200000.0,Individual,Manual,Second Owner,82000.0,Diesel,,,,
Ford Figo 1.5D Trend MT,2016,495000.0,Individual,Manual,First Owner,40000.0,Diesel,,,,
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999.0,Individual,Manual,Third Owner,173000.0,Diesel,,,,
Mahindra XUV500 W6 2WD,2014,600000.0,Individual,Manual,Second Owner,151000.0,Diesel,,,,
Honda Brio S MT,2015,300000.0,Individual,Manual,First Owner,50000.0,Petrol,,,,
Honda Amaze E i-VTEC,2017,430000.0,Individual,Manual,First Owner,15000.0,Petrol,,,,
Honda Amaze E i-DTEC,2017,370000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Maruti Baleno Zeta 1.2,2019,750000.0,Individual,Manual,First Owner,11000.0,Petrol,,,,
Maruti Alto K10 LXI CNG Optional,2016,300000.0,Individual,Manual,First Owner,50000.0,Cng,,,,
BMW X1 sDrive20d,2012,700000.0,Individual,Automatic,Second Owner,120000.0,Diesel,,,,
Maruti Wagon R LXI DUO BSIII,2007,100000.0,Individual,Manual,Third Owner,70000.0,Lpg,,,,
Hyundai Grand i10 Sportz,2015,300000.0,Individual,Manual,First Owner,90000.0,Petrol,,,,
Tata Indica Vista Quadrajet VX,2012,130000.0,Individual,Manual,Second Owner,185000.0,Diesel,,,,
Hyundai i20 Asta Option 1.4 CRDi,2016,650000.0,Individual,Manual,First Owner,40000.0,Diesel,,,,
Maruti Swift VDI BSIV,2017,509999.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000.0,Individual,Manual,Second Owner,117780.0,Diesel,,,,
Hyundai Verna CRDi SX,2010,280000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Maruti Swift DDiS VDI,2017,600000.0,Individual,Manual,First Owner,120000.0,Diesel,,,,
Skoda Rapid 1.6 TDI Ambition,2013,210000.0,Individual,Manual,Third Owner,120000.0,Diesel,,,,
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1150000.0,Individual,Automatic,Second Owner,110000.0,Diesel,,,,
Hyundai EON Magna Plus,2018,245000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Hyundai Grand i10 Sportz,2016,375000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Mahindra Scorpio 1.99 S10,2015,150000.0,Individual,Manual,Second Owner,55000.0,Diesel,,,,
Mahindra XUV500 W10 2WD,2018,1450000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Maruti Ertiga VDI,2014,500000.0,Individual,Manual,Second Owner,100000.0,Diesel,,,,
Maruti Alto LXi,2007,75000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Hyundai Sonata AT Leather,2006,225000.0,Individual,Automatic,Third Owner,80000.0,Petrol,,,,
Hyundai Sonata 2.4L AT,2006,275000.0,Individual,Automatic,Fourth & Above Owner,80000.0,Petrol,,,,
Mahindra Bolero Power Plus SLX,2018,620000.0,Individual,Manual,First Owner,35000.0,Diesel,,,,
Nissan X-Trail SLX MT,2010,600000.0,Individual,Manual,Second Owner,110000.0,Diesel,,,,
Mahindra Xylo E8 ABS Airbag BSIV,2011,275000.0,Individual,Manual,First Owner,160000.0,Diesel,,,,
Tata Indigo TDI,2013,125000.0,Individual,Manual,First Owner,125000.0,Diesel,,,,
Tata Indigo GLS,2011,80000.0,Individual,Manual,Second Owner,62000.0,Petrol,,,,
Nissan Micra Diesel XV,2011,199000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Nissan Micra XL,2016,440000.0,Individual,Manual,Second Owner,33000.0,Petrol,,,,
Maruti Swift Dzire LDI,2013,250000.0,Individual,Manual,Fourth & Above Owner,80000.0,Diesel,,,,
Hyundai i20 1.4 Sportz,2017,700000.0,Individual,Manual,First Owner,35000.0,Diesel,,,,
Hyundai Grand i10 CRDi Asta Option,2015,450000.0,Individual,Manual,First Owner,50000.0,Diesel,,,,
Maruti Alto 800 Std Optional,2019,240000.0,Individual,Manual,First Owner,5000.0,Petrol,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000.0,Dealer,Manual,First Owner,81595.0,Diesel,,,,
Hyundai Getz GLS ABS,2005,71000.0,Individual,Manual,First Owner,22000.0,Petrol,,,,
Maruti Swift VXI Optional,2015,400000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Maruti Alto LXi BSIII,2008,130000.0,Individual,Manual,Second Owner,40000.0,Petrol,,,,
Mahindra Scorpio 2.6 CRDe SLE,2013,300000.0,Individual,Manual,Second Owner,70000.0,Diesel,,,,
Nissan Kicks XL D BSIV,2019,1100000.0,Individual,Manual,First Owner,4000.0,Diesel,,,,
BMW 3 Series 320d Luxury Line,2015,2200000.0,Individual,Automatic,First Owner,24000.0,Diesel,,,,
Honda Amaze VX i-VTEC,2018,800000.0,Dealer,Manual,First Owner,13500.0,Petrol,,,,
Maruti Ritz VDI (ABS) BS IV,2013,490000.0,Individual,Manual,First Owner,40000.0,Diesel,,,,
Honda Jazz 1.2 VX i VTEC,2018,836000.0,Dealer,Manual,First Owner,9700.0,Petrol,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2012,375000.0,Individual,Manual,Second Owner,62000.0,Petrol,,,,
Honda BR-V i-DTEC VX MT,2016,1249000.0,Dealer,Manual,First Owner,24000.0,Diesel,,,,
Honda WR-V i-DTEC VX,2019,1240000.0,Dealer,Manual,First Owner,13000.0,Diesel,,,,
Tata Nano Std BSII,2009,35000.0,Individual,Manual,Third Owner,50000.0,Petrol,,,,
Honda BR-V i-VTEC VX MT,2017,1068000.0,Dealer,Manual,First Owner,36000.0,Petrol,,,,
Honda BR-V i-DTEC VX MT,2017,1189000.0,Dealer,Manual,First Owner,40000.0,Diesel,,,,
Hyundai Elite i20 Petrol Asta Option,2018,700000.0,Individual,Manual,First Owner,27000.0,Petrol,,,,
Maruti Alto K10 VXI,2016,350000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Hyundai i10 Magna 1.2,2009,254999.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Mahindra Scorpio 2.6 CRDe,2005,229999.0,Individual,Manual,Third Owner,221000.0,Diesel,,,,
Hyundai i20 Asta Option 1.4 CRDi,2016,750000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Maruti Ritz VDi,2012,325000.0,Individual,Manual,Second Owner,119000.0,Diesel,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,2009,760000.0,Individual,Manual,Second Owner,190000.0,Diesel,,,,
Maruti Celerio ZXI AT,2017,509999.0,Individual,Automatic,First Owner,25000.0,Petrol,,,,
Nissan Micra XL,2013,363000.0,Individual,Manual,First Owner,28740.0,Petrol,,,,
Maruti Alto K10 LXI,2010,229999.0,Individual,Manual,First Owner,48500.0,Petrol,,,,
Nissan Sunny XL,2012,290000.0,Individual,Manual,Second Owner,110000.0,Petrol,,,,
Maruti Swift VXI,2018,550000.0,Individual,Manual,First Owner,30000.0,Petrol,,,,
Tata Indica Vista TDI LX,2011,125000.0,Individual,Manual,Second Owner,120000.0,Diesel,,,,
Volvo XC60 D5 Inscription,2014,2000000.0,Individual,Automatic,First Owner,130000.0,Diesel,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,2008,350000.0,Individual,Manual,Second Owner,140000.0,Diesel,,,,
Hyundai Verna 1.6 SX CRDi (O),2011,390000.0,Individual,Manual,First Owner,90000.0,Diesel,,,,
Maruti Celerio VXI,2015,220000.0,Individual,Manual,First Owner,45000.0,Petrol,,,,
Hyundai Santro Xing XG,2005,140000.0,Individual,Manual,Third Owner,80000.0,Petrol,,,,
Maruti Wagon R AMT VXI Option,2018,370000.0,Individual,Automatic,First Owner,15000.0,Petrol,,,,
Maruti Swift Dzire VDI,2019,650000.0,Individual,Manual,First Owner,20000.0,Diesel,,,,
Maruti Alto 800 LX,2017,280000.0,Individual,Manual,First Owner,37000.0,Petrol,,,,
Maruti Swift Dzire VDI,2016,540000.0,Individual,Manual,First Owner,80000.0,Diesel,,,,
Ambassador Classic 2000 Dsz,2002,50000.0,Individual,Manual,Fourth & Above Owner,120000.0,Diesel,,,,
Maruti Ciaz Sigma BSIV,2018,800000.0,Individual,Manual,First Owner,20000.0,Petrol,,,,
Ford Figo 1.5D Titanium MT,2016,515000.0,Individual,Manual,First Owner,25000.0,Diesel,,,,
Hyundai i20 1.2 Magna,2010,220000.0,Individual,Manual,Third Owner,96000.0,Petrol,,,,
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000.0,Dealer,Manual,First Owner,53000.0,Petrol,,,,
Fiat Linea 1.3 Emotion,2010,221000.0,Dealer,Manual,First Owner,65000.0,Diesel,,,,
Chevrolet Beat LT,2015,245000.0,Dealer,Manual,First Owner,43000.0,Petrol,,,,
Ford Figo 1.2P Titanium Plus MT,2012,260000.0,Dealer,Manual,First Owner,42000.0,Petrol,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2011,550000.0,Dealer,Automatic,First Owner,73000.0,Diesel,,,,
Hyundai Grand i10 1.2 Kappa Era,2015,434999.0,Dealer,Manual,First Owner,29000.0,Petrol,,,,
Tata Safari Storme EX,2013,450000.0,Dealer,Manual,First Owner,95000.0,Diesel,,,,
Chevrolet Sail 1.2 Base,2014,290000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Volkswagen Vento 1.0 TSI Highline Plus,2011,305000.0,Dealer,Manual,Second Owner,53000.0,Petrol,,,,
Ford Classic 1.6 Duratec LXI,2011,265000.0,Dealer,Manual,First Owner,20000.0,Petrol,,,,
Honda Brio 1.2 S MT,2014,325000.0,Dealer,Manual,First Owner,57000.0,Petrol,,,,
Chevrolet Cruze LTZ,2014,550000.0,Dealer,Manual,First Owner,52000.0,Diesel,,,,
Maruti Zen Estilo LXI BSIII,2008,105000.0,Individual,Manual,First Owner,40000.0,Petrol,,,,
Honda Brio 1.2 S MT,2012,275000.0,Dealer,Manual,First Owner,47000.0,Petrol,,,,
Honda City 1.5 V MT,2012,434999.0,Dealer,Manual,Second Owner,47000.0,Petrol,,,,
Hyundai Verna 1.6 CRDi SX,2016,690000.0,Dealer,Manual,First Owner,73000.0,Diesel,,,,
Honda Brio V MT,2012,249000.0,Dealer,Manual,Second Owner,42000.0,Petrol,,,,
